VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mauritius,2000,16.585247641,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mauritius,2001,17.006183512,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mauritius,2002,17.427119382,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mauritius,2003,17.848055253,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mauritius,2004,17.393675027,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mauritius,2005,16.939294802,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mauritius,2006,16.466739368,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mauritius,2007,15.376226827,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mauritius,2008,18.684114867,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mauritius,2009,14.503816794,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mauritius,2010,14.685568884,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mauritius,2011,12.940748819,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mauritius,2012,13.267902581,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mauritius,2013,13.631406761,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mauritius,2014,13.558705925,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mauritius,2015,12.468193384,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mauritius,2016,12.977099237,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mauritius,2017,12.504543802,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mauritius,2018,11.050527081,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mauritius,2019,10.941475827,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mauritius,2020,11.086877499,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mexico,2000,12.505196065,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mexico,2001,11.388042123,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mexico,2002,12.14580158,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mexico,2003,12.319003741,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mexico,2004,12.448905362,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mexico,2005,12.708708605,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mexico,2006,12.860260496,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mexico,2007,13.113568657,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mexico,2008,13.24996536,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mexico,2009,13.379866981,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mexico,2010,13.356051684,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mexico,2011,13.332236386,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mexico,2012,13.715446169,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mexico,2013,13.384197035,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mexico,2014,14.107316059,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mexico,2015,14.1506166,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mexico,2016,14.300003464,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mexico,2017,14.46238049,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mexico,2018,14.562837744,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mexico,2019,14.645541776,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mexico,2020,14.683862755,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mongolia,2000,0.647656941,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mongolia,2001,0.646993811,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mongolia,2002,0.646330681,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mongolia,2003,0.645667551,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mongolia,2004,0.645004421,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mongolia,2005,0.644341291,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mongolia,2006,0.643678161,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mongolia,2007,0.66091954,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mongolia,2008,0.67816092,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mongolia,2009,0.695402299,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mongolia,2010,0.706273946,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mongolia,2011,0.717145594,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mongolia,2012,0.728017241,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mongolia,2013,0.738888889,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mongolia,2014,0.749760536,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mongolia,2015,0.760632184,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mongolia,2016,0.720977012,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mongolia,2017,0.720977012,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mongolia,2018,0.720977012,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mongolia,2019,0.720977012,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mongolia,2020,0.720977012,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Morocco,2000,37.965517241,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Morocco,2001,38.034482759,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Morocco,2002,38.103448276,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Morocco,2003,37.287068965,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Morocco,2004,36.470689655,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Morocco,2005,35.654310345,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Morocco,2006,34.837931035,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Morocco,2007,34.021551724,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Morocco,2008,33.205172414,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Morocco,2009,32.388793103,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Morocco,2010,31.572413793,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Morocco,2011,31.572413793,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Morocco,2012,31.572413793,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Morocco,2013,31.572413793,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Morocco,2014,31.572413793,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Morocco,2015,31.572413793,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Morocco,2016,31.572413793,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Morocco,2017,31.572413793,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Morocco,2018,31.572413793,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Morocco,2019,31.572413793,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Morocco,2020,31.572413793,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mozambique,2000,0.311544743,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mozambique,2001,0.317825887,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mozambique,2002,0.330525762,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mozambique,2003,0.343225637,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mozambique,2004,0.355925512,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mozambique,2005,0.368625387,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mozambique,2006,0.381325262,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mozambique,2007,0.394025136,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mozambique,2008,0.406725012,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mozambique,2009,0.419424886,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mozambique,2010,0.432124762,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mozambique,2011,0.444824636,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mozambique,2012,0.457524511,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mozambique,2013,0.470224386,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mozambique,2014,0.482924261,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mozambique,2015,0.495624136,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mozambique,2016,0.495624136,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mozambique,2017,0.495624136,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mozambique,2018,0.495624136,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mozambique,2019,0.495624136,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Mozambique,2020,0.495624136,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Myanmar,2000,2.532111663,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Myanmar,2001,2.532111663,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Myanmar,2002,2.532111663,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Myanmar,2003,2.532111663,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Myanmar,2004,2.532111663,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Myanmar,2005,2.532111663,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Myanmar,2006,2.532111663,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Myanmar,2007,2.532111663,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Myanmar,2008,2.532111663,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Myanmar,2009,2.532111663,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Myanmar,2010,2.532111663,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Myanmar,2011,2.532111663,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Myanmar,2012,2.532111663,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Myanmar,2013,2.532111663,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Myanmar,2014,2.532111663,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Myanmar,2015,2.532111663,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Myanmar,2016,2.532111663,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Myanmar,2017,2.532111663,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Myanmar,2018,2.532111663,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Myanmar,2019,2.532111663,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Myanmar,2020,2.532111663,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Namibia,2000,0.533700827,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Namibia,2001,0.518667001,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Namibia,2002,0.503633175,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Namibia,2003,0.503633175,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Namibia,2004,0.503633175,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Namibia,2005,0.503633175,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Namibia,2006,0.503633175,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Namibia,2007,0.503633175,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Namibia,2008,0.503633175,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Namibia,2009,0.503633175,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Namibia,2010,0.503633175,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Namibia,2011,0.503633175,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Namibia,2012,0.503633175,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Namibia,2013,0.503633175,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Namibia,2014,0.503633175,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Namibia,2015,0.503633175,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Namibia,2016,0.503633175,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Namibia,2017,0.503633175,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Namibia,2018,0.503633175,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Namibia,2019,0.503633175,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Namibia,2020,0.503633175,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nepal,2000,4.433872502,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nepal,2001,4.433872502,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nepal,2002,4.433872502,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nepal,2003,4.433872502,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nepal,2004,4.433872502,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nepal,2005,4.433872502,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nepal,2006,4.433872502,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nepal,2007,4.433872502,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nepal,2008,4.433872502,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nepal,2009,4.433872502,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nepal,2010,4.433872502,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nepal,2011,4.433872502,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nepal,2012,4.433872502,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nepal,2013,4.433872502,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nepal,2014,4.433872502,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nepal,2015,4.433872502,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nepal,2016,4.433872502,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nepal,2017,4.433872502,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nepal,2018,4.433872502,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nepal,2019,4.433872502,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nepal,2020,4.433872502,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2000,0.097494505,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2001,0.058681319,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2002,0.057802198,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2003,0.182527473,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2004,0.096263736,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2005,0.082197802,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2006,0.133846154,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2007,0.079010989,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2008,0.078791209,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2009,0.102087912,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2010,0.134065934,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2011,0.131208791,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2012,0.066153846,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2013,0.117472528,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2014,0.090879121,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2015,0.116373626,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2016,0.084065934,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2017,0.131538462,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2018,0.331978022,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2019,0.278461538,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Netherlands (Kingdom of the),2020,0.337582418,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,New Zealand,2000,0.485347313,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,New Zealand,2001,0.548186981,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,New Zealand,2002,0.611026649,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,New Zealand,2003,0.673866317,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,New Zealand,2004,0.736705985,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,New Zealand,2005,0.799545653,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,New Zealand,2006,0.862385321,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,New Zealand,2007,0.891972477,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,New Zealand,2008,0.921559633,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,New Zealand,2009,0.951146789,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,New Zealand,2010,0.980733945,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,New Zealand,2011,0.980733945,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,New Zealand,2012,0.980733945,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,New Zealand,2013,0.980733945,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,New Zealand,2014,0.980733945,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,New Zealand,2015,0.980733945,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,New Zealand,2016,0.980733945,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,New Zealand,2017,0.980733945,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,New Zealand,2018,0.980733945,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,New Zealand,2019,0.980733945,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,New Zealand,2020,0.980733945,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nicaragua,2000,0.696369236,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nicaragua,2001,0.717238026,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nicaragua,2002,0.71754194,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nicaragua,2003,0.717845855,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nicaragua,2004,0.718149769,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nicaragua,2005,0.718453683,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nicaragua,2006,0.718757598,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nicaragua,2007,0.719061512,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nicaragua,2008,0.719365427,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nicaragua,2009,0.719669341,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nicaragua,2010,0.719973256,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nicaragua,2011,0.72027717,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nicaragua,2012,0.712603331,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nicaragua,2013,0.704929492,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nicaragua,2014,0.697255653,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nicaragua,2015,0.689581814,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nicaragua,2016,0.681907975,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nicaragua,2017,0.674234136,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nicaragua,2018,0.666560297,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nicaragua,2019,0.658886458,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nicaragua,2020,0.658886458,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Niger,2000,1.715124816,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Niger,2001,1.757709251,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Niger,2002,1.800293686,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Niger,2003,1.84287812,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Niger,2004,1.885462555,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Niger,2005,1.92804699,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Niger,2006,2.145863926,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Niger,2007,2.363680861,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Niger,2008,2.581497797,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Niger,2009,2.799314733,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Niger,2010,3.017131669,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Niger,2011,3.234948605,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Niger,2012,3.452765541,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Niger,2013,3.670582477,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Niger,2014,3.888399413,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Niger,2015,4.475770925,%,E,False
