World_Bank_Income_Group,Region,Country,ISO3,Subgroup,Indicator,DQQ_Question,Indicator_Number,Unit,Mean,Lower_95_CI,Upper_95_CI,n,Start_Date,End_Date,Start_Year,End_Year
Lower middle income,Americas,Honduras,HND,Male,More than one salty ultra-processed food,NA,39,Percentage,36.41,30.51,42.76,387,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Female,More than one salty ultra-processed food,NA,39,Percentage,28.95,24.92,33.35,613,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Urban,More than one salty ultra-processed food,NA,39,Percentage,35.61,30.78,40.75,650,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Rural,More than one salty ultra-processed food,NA,39,Percentage,26.13,19.67,33.83,350,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,All,Processed meats,DQQ16,40,Percentage,40.48,35.93,45.1,1000,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Male,Processed meats,DQQ16,40,Percentage,44.09,37.37,51.03,387,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Female,Processed meats,DQQ16,40,Percentage,37.36,32.68,42.29,613,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Urban,Processed meats,DQQ16,40,Percentage,43.48,37.93,49.19,650,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Rural,Processed meats,DQQ16,40,Percentage,34.6,26.47,43.75,350,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,All,Fast food or instant noodles,NA,41,Percentage,19,15.97,22.22,1000,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Male,Fast food or instant noodles,NA,41,Percentage,20.31,16.03,25.38,387,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Female,Fast food or instant noodles,NA,41,Percentage,17.87,14.52,21.8,613,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Urban,Fast food or instant noodles,NA,41,Percentage,21.01,16.78,25.97,650,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Rural,Fast food or instant noodles,NA,41,Percentage,15.06,10.7,20.76,350,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,All,Salty or fried snacks,NA,42,Percentage,50.16,46.48,53.84,999,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Male,Salty or fried snacks,NA,42,Percentage,53.19,46.75,59.53,386,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Female,Salty or fried snacks,NA,42,Percentage,47.56,43.25,51.92,613,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Urban,Salty or fried snacks,NA,42,Percentage,52.13,47.58,56.65,649,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Rural,Salty or fried snacks,NA,42,Percentage,46.32,38.52,54.3,350,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,All,Deep fried foods,DQQ24,43,Percentage,14.69,11.73,17.93,999,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Male,Deep fried foods,DQQ24,43,Percentage,16.56,12.62,21.43,386,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Female,Deep fried foods,DQQ24,43,Percentage,13.08,9.75,17.35,613,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Urban,Deep fried foods,DQQ24,43,Percentage,16.42,12.09,21.91,649,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Rural,Deep fried foods,DQQ24,43,Percentage,11.32,7.28,17.18,350,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,All,Packaged ultra-processed salty snacks,DQQ22,44,Percentage,38.87,35.04,42.76,1000,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Male,Packaged ultra-processed salty snacks,DQQ22,44,Percentage,40.93,34.54,47.65,387,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Female,Packaged ultra-processed salty snacks,DQQ22,44,Percentage,37.09,32.66,41.75,613,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Urban,Packaged ultra-processed salty snacks,DQQ22,44,Percentage,40.94,36.37,45.67,650,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Rural,Packaged ultra-processed salty snacks,DQQ22,44,Percentage,34.81,27.5,42.91,350,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,All,Instant noodles,DQQ23,45,Percentage,14.63,11.84,17.66,1000,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Male,Instant noodles,DQQ23,45,Percentage,16.65,12.72,21.51,387,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Female,Instant noodles,DQQ23,45,Percentage,12.89,10.02,16.43,613,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Urban,Instant noodles,DQQ23,45,Percentage,15.95,12.08,20.75,650,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Rural,Instant noodles,DQQ23,45,Percentage,12.06,8.43,16.96,350,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,All,Fast food,DQQ29,46,Percentage,7.66,5.52,10.12,1000,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Male,Fast food,DQQ29,46,Percentage,7.5,4.79,11.55,387,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Female,Fast food,DQQ29,46,Percentage,7.8,5.34,11.25,613,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Urban,Fast food,DQQ29,46,Percentage,9.07,6.13,13.21,650,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Rural,Fast food,DQQ29,46,Percentage,4.9,2.56,9.18,350,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,All,More than one sugary food or beverage,NA,47,Percentage,82.73,79.86,85.43,999,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Male,More than one sugary food or beverage,NA,47,Percentage,87.28,82.87,90.68,387,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Female,More than one sugary food or beverage,NA,47,Percentage,78.81,74.72,82.4,612,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Urban,More than one sugary food or beverage,NA,47,Percentage,83.53,79.89,86.63,649,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Rural,More than one sugary food or beverage,NA,47,Percentage,81.18,74.47,86.44,350,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,All,Sweet foods,NA,48,Percentage,66.43,62.71,70.04,998,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Male,Sweet foods,NA,48,Percentage,71.28,65.27,76.63,387,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Female,Sweet foods,NA,48,Percentage,62.21,57.56,66.66,611,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Urban,Sweet foods,NA,48,Percentage,69.15,64.35,73.56,648,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Rural,Sweet foods,NA,48,Percentage,61.13,53.66,68.11,350,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,All,Baked or grain-based sweets,DQQ11,49,Percentage,59.76,56.3,63.17,1000,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Male,Baked or grain-based sweets,DQQ11,49,Percentage,65.72,59.69,71.29,387,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Female,Baked or grain-based sweets,DQQ11,49,Percentage,54.62,50.56,58.62,613,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Urban,Baked or grain-based sweets,DQQ11,49,Percentage,61.72,57.25,65.99,650,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Rural,Baked or grain-based sweets,DQQ11,49,Percentage,55.93,49.24,62.4,350,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,All,Other sweets,DQQ12,50,Percentage,32.8,28.77,36.95,998,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Male,Other sweets,DQQ12,50,Percentage,36.88,31.17,42.99,387,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Female,Other sweets,DQQ12,50,Percentage,29.25,24.98,33.92,611,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Urban,Other sweets,DQQ12,50,Percentage,35.88,30.66,41.47,648,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Rural,Other sweets,DQQ12,50,Percentage,26.78,20.34,34.39,350,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,All,Sweet beverages,NA,51,Percentage,92.5,90.21,94.49,999,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Male,Sweet beverages,NA,51,Percentage,93.17,89.69,95.53,387,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Female,Sweet beverages,NA,51,Percentage,91.92,88.54,94.36,612,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Urban,Sweet beverages,NA,51,Percentage,92.31,89.42,94.45,649,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Rural,Sweet beverages,NA,51,Percentage,92.86,87.27,96.11,350,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,All,"Soft drinks (soda, energy drinks, sports drinks)",DQQ28,52,Percentage,57.5,53.37,61.58,999,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Male,"Soft drinks (soda, energy drinks, sports drinks)",DQQ28,52,Percentage,66.35,60.69,71.58,387,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Female,"Soft drinks (soda, energy drinks, sports drinks)",DQQ28,52,Percentage,49.87,44.78,54.96,612,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Urban,"Soft drinks (soda, energy drinks, sports drinks)",DQQ28,52,Percentage,61.2,55.89,66.27,649,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Rural,"Soft drinks (soda, energy drinks, sports drinks)",DQQ28,52,Percentage,50.27,41.74,58.78,350,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,All,"Sweet tea, coffee, or cocoa",DQQ26,53,Percentage,74.72,70.97,78.29,1000,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Male,"Sweet tea, coffee, or cocoa",DQQ26,53,Percentage,74.1,67.87,79.5,387,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Female,"Sweet tea, coffee, or cocoa",DQQ26,53,Percentage,75.24,70.35,79.57,613,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Urban,"Sweet tea, coffee, or cocoa",DQQ26,53,Percentage,71.35,66.29,75.92,650,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Rural,"Sweet tea, coffee, or cocoa",DQQ26,53,Percentage,81.31,73.16,87.41,350,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,All,Fruit juice and fruit drinks,DQQ27,54,Percentage,45.53,41.5,49.58,1000,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Male,Fruit juice and fruit drinks,DQQ27,54,Percentage,50.73,44.39,57.05,387,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Female,Fruit juice and fruit drinks,DQQ27,54,Percentage,41.05,36.54,45.71,613,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Urban,Fruit juice and fruit drinks,DQQ27,54,Percentage,42.39,37.96,46.94,650,2022_08_20,2022_10_03,2022,2022
Lower middle income,Americas,Honduras,HND,Rural,Fruit juice and fruit drinks,DQQ27,54,Percentage,51.67,43.73,59.53,350,2022_08_20,2022_10_03,2022,2022
Lower middle income,Asia Pacific,India,IND,All,MDD-W,NA,1,Percentage,NA,NA,NA,NA,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,MDD-W,NA,1,Percentage,NA,NA,NA,NA,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,MDD-W,NA,1,Percentage,40.61,36.84,44.49,1118,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,MDD-W,NA,1,Percentage,49.68,43.67,55.69,430,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,MDD-W,NA,1,Percentage,33.29,28.22,38.78,688,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,All-5,NA,2,Percentage,28.24,25.61,30.94,2995,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,All-5,NA,2,Percentage,29.09,25.82,32.6,1615,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,All-5,NA,2,Percentage,27.32,24.32,30.55,1380,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,All-5,NA,2,Percentage,33.26,28.92,37.91,1248,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,All-5,NA,2,Percentage,23.87,20.53,27.57,1747,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Protective Food Consumption,NA,3,Percentage,34.72,32.07,37.41,2998,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Protective Food Consumption,NA,3,Percentage,35.65,32.18,39.28,1617,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Protective Food Consumption,NA,3,Percentage,33.72,30.58,37,1381,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Protective Food Consumption,NA,3,Percentage,39.47,35.13,43.98,1250,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Protective Food Consumption,NA,3,Percentage,30.59,27.13,34.29,1748,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Unhealthy Food Consumption,NA,4,Percentage,43.92,40.68,47.2,2998,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Unhealthy Food Consumption,NA,4,Percentage,46.65,42.24,51.11,1617,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Unhealthy Food Consumption,NA,4,Percentage,41,37.35,44.75,1381,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Unhealthy Food Consumption,NA,4,Percentage,50.05,44.26,55.84,1249,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Unhealthy Food Consumption,NA,4,Percentage,38.61,34.72,42.64,1749,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Healthy Diet Pattern,NA,5,Percentage,11.47,10.23,12.77,2998,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Healthy Diet Pattern,NA,5,Percentage,11.06,9.45,12.9,1617,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Healthy Diet Pattern,NA,5,Percentage,11.92,10.12,13.98,1381,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Healthy Diet Pattern,NA,5,Percentage,13.49,11.37,15.92,1250,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Healthy Diet Pattern,NA,5,Percentage,9.72,8.32,11.33,1748,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Dietary Diversity Score (DDS),NA,6,Score,4.64,4.48,4.8,2985,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Dietary Diversity Score (DDS),NA,6,Score,4.85,4.66,5.04,1608,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Dietary Diversity Score (DDS),NA,6,Score,4.42,4.21,4.62,1377,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Dietary Diversity Score (DDS),NA,6,Score,5,4.74,5.25,1246,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Dietary Diversity Score (DDS),NA,6,Score,4.33,4.1,4.56,1739,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,NCD-Protect,NA,7,Score,3.35,3.19,3.5,2994,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,NCD-Protect,NA,7,Score,3.41,3.24,3.59,1615,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,NCD-Protect,NA,7,Score,3.27,3.08,3.47,1379,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,NCD-Protect,NA,7,Score,3.48,3.25,3.71,1248,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,NCD-Protect,NA,7,Score,3.23,3.01,3.45,1746,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,NCD-Risk,NA,8,Score,1.49,1.35,1.63,2988,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,NCD-Risk,NA,8,Score,1.63,1.45,1.81,1611,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,NCD-Risk,NA,8,Score,1.34,1.17,1.5,1377,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,NCD-Risk,NA,8,Score,1.63,1.41,1.84,1247,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,NCD-Risk,NA,8,Score,1.37,1.18,1.55,1741,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,GDR score,NA,9,Score,10.86,10.76,10.96,2986,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,GDR score,NA,9,Score,10.78,10.64,10.93,1611,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,GDR score,NA,9,Score,10.94,10.81,11.06,1375,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,GDR score,NA,9,Score,10.85,10.69,11.02,1247,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,GDR score,NA,9,Score,10.86,10.73,11,1739,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,At least one starchy staple food,NA,10,Percentage,95.44,94.27,96.48,3000,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,At least one starchy staple food,NA,10,Percentage,95.88,94.47,96.95,1618,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,At least one starchy staple food,NA,10,Percentage,94.96,92.99,96.4,1382,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,At least one starchy staple food,NA,10,Percentage,96.65,95.16,97.69,1250,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,At least one starchy staple food,NA,10,Percentage,94.39,92.26,95.95,1750,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Whole grains,DQQ2,11,Percentage,66.72,64.46,68.95,3000,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Whole grains,DQQ2,11,Percentage,67.57,64.12,70.84,1618,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Whole grains,DQQ2,11,Percentage,65.81,62.22,69.23,1382,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Whole grains,DQQ2,11,Percentage,63.66,59.39,67.71,1250,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Whole grains,DQQ2,11,Percentage,69.38,65.41,73.09,1750,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Foods made from grains,DQQ1,12,Percentage,76.7,74.32,79,2999,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Foods made from grains,DQQ1,12,Percentage,76.28,73.56,78.79,1617,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Foods made from grains,DQQ1,12,Percentage,77.15,73.29,80.61,1382,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Foods made from grains,DQQ1,12,Percentage,79.64,75.3,83.38,1250,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Foods made from grains,DQQ1,12,Percentage,74.15,70.02,77.89,1749,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,"White roots, tubers, or plantains",DQQ3,13,Percentage,54.6,51.78,57.4,3000,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,"White roots, tubers, or plantains",DQQ3,13,Percentage,51.82,48.13,55.49,1618,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,"White roots, tubers, or plantains",DQQ3,13,Percentage,57.58,54.01,61.08,1382,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,"White roots, tubers, or plantains",DQQ3,13,Percentage,53.99,49.19,58.71,1250,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,"White roots, tubers, or plantains",DQQ3,13,Percentage,55.13,51.19,59.01,1750,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,"At least one whole grain, pulse, nut or seed",NA,14,Percentage,87.01,85.29,88.65,2999,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,"At least one whole grain, pulse, nut or seed",NA,14,Percentage,88.19,85.71,90.3,1618,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,"At least one whole grain, pulse, nut or seed",NA,14,Percentage,85.74,83.42,87.79,1381,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,"At least one whole grain, pulse, nut or seed",NA,14,Percentage,88.04,85.28,90.34,1250,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,"At least one whole grain, pulse, nut or seed",NA,14,Percentage,86.12,83.43,88.44,1749,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,"At least one pulse, nut, or seed",NA,15,Percentage,66.94,64.27,69.56,2996,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,"At least one pulse, nut, or seed",NA,15,Percentage,67.81,64.48,70.97,1615,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,"At least one pulse, nut, or seed",NA,15,Percentage,66.01,62.5,69.36,1381,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,"At least one pulse, nut, or seed",NA,15,Percentage,69.79,65.53,73.74,1248,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,"At least one pulse, nut, or seed",NA,15,Percentage,64.47,60.91,67.88,1748,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Pulses,DQQ4,16,Percentage,64.04,61.29,66.75,2999,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Pulses,DQQ4,16,Percentage,64.69,61.4,67.84,1617,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Pulses,DQQ4,16,Percentage,63.35,59.71,66.84,1382,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Pulses,DQQ4,16,Percentage,66.64,62.39,70.63,1250,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Pulses,DQQ4,16,Percentage,61.79,58.05,65.4,1749,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Nuts or seeds,DQQ21,17,Percentage,17.8,15.37,20.36,2996,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Nuts or seeds,DQQ21,17,Percentage,18.45,15.66,21.6,1616,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Nuts or seeds,DQQ21,17,Percentage,17.1,14.23,20.4,1380,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Nuts or seeds,DQQ21,17,Percentage,19.09,15.65,23.07,1248,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Nuts or seeds,DQQ21,17,Percentage,16.68,13.32,20.68,1748,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Zero vegetable or fruit consumption,NA,18,Percentage,22.25,20.17,24.41,2999,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Zero vegetable or fruit consumption,NA,18,Percentage,21.18,18.48,24.15,1618,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,Zero vegetable or fruit consumption,NA,18,Percentage,23.41,20.54,26.54,1381,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,Zero vegetable or fruit consumption,NA,18,Percentage,18.53,15.61,21.86,1250,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,Zero vegetable or fruit consumption,NA,18,Percentage,25.49,22.53,28.69,1749,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,At least one vegetable,NA,19,Percentage,70.91,68.49,73.27,2998,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,At least one vegetable,NA,19,Percentage,71.06,67.93,74,1618,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Female,At least one vegetable,NA,19,Percentage,70.75,67.19,74.07,1380,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Urban,At least one vegetable,NA,19,Percentage,73.58,69.67,77.16,1250,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Rural,At least one vegetable,NA,19,Percentage,68.59,65.05,71.92,1748,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,All,Vitamin A-rich orange vegetables,DQQ5,20,Percentage,22.97,20.67,25.36,2999,2021_07_30,2021_10_18,2021,2021
Lower middle income,Asia Pacific,India,IND,Male,Vitamin A-rich orange vegetables,DQQ5,20,Percentage,23.11,20.43,26.03,1618,2021_07_30,2021_10_18,2021,2021
